Planifikuar,Buxheti,Numri prokurimit,Lloji i prokurimit,Vlera e prokurimit,Procedura e prokutimiy,Klasifikimi(2 shifrat e para te FPP),Titulli i aktivitetit te prokurimit,Data e inicimit të aktivitetit të prokurimit (data e pranimit të kërkesës),Data e aprovimit të deklaratës së nevojave dhe disponueshmërisë së mjeteve,Data e pranimit të specifikimit teknik (TOR),Data e publikimit të njoftimit për kontratë,Ankesat në autoritet,Ankesat në OSHP,Data e hapjes së ofertave,Nr. i OE që kanë shkarkuar dosjen e tenderit,Nr. i OE që kanë dorëzuar ofertat,Data e fillimit dhe përfundimit të vlersimit,Numri i ofertave të refuzuara,Data e aprovimit të Deklaratës së nevojave dhe disponueshmërisë së mjeteve - rikonfirmimi,Data e publikimit të njoftimit për dhënie të kontratës,Data e publikimit të anulimit të njoftimit,Letrat Standarde për OE,Ankesat në autoritet,Ankesat në OSHP,Vlera e parashikuar e kontratës,OE,Afati kohor për pranimin e tenderëve,Kriteret për dhënie të kontratës,Re-tenderimi,Statusi,Emri i OE të cilit i është dhënë kontrata,Data e nënshkrimit të kontratës,Afati për implementimin e kontratës,Data e mbylljes së kontratës,"Vlera totale e kontratës, duke përfshirë të gjitha taksat","Numri i përgjithshëm i situacioneve për pagesë, sipas kontratës",Shuma e zbritjes nga kontrata për shkaqe të ndalesave,Data e pagesës së situacionit të fundit,Shuma e pagesës së situacionit të fundit,Çmimi total i paguar për kontratën,Drejtoria,Emri i zyrtarit të prokurimit
,1+2,80,5,2,1,45,Ndertimi I rruges  ne fshatin  Koliq  lagja Qokaj,,,,,,,,,,,,,,,,,,"266,078.25",1,1,1,,,Ledi Ing&Bashkimi ,21.07.16,,,"138,594.50",,,,,,,
,1,81,2,2,1,33,Mirembajtja dhe servisimi I paisjeve mjekësore te QMU-së,,,,,,,,,,,,,,,,,,"90,000.00",1,1,1,,,MAM,18.07.16,,,"90,000.00",,,,,,,
,1,82,4,2,1,74,konkurs projektimi - shkallet dhe mbi kalimi ne Arberi ,,,,,,,,,,,,,,,,,,"20,000.00",1,1,2,,,ARS Atelie,09.12.16,,,"13,430.00",,,,,,,
,1,83,1,1,1,33,Furnizimi me barna dhe materiale shpenzuese mjeksore per QKMF-ne dhe QMU-ne - Loto I,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Sinorg,21.07.16,,,"74,130.00",,,,,,,
,1,83,1,1,1,33,Furnizimi me barna dhe materiale shpenzuese mjeksore per QKMF-ne dhe QMU-ne - Loto II,,,,,,,,,,,,,,,,,,,1,1,1,,,Koslabor,21.07.16,,,"25,820.50",,,,,,,
,1,84,5,2,1,45,Rikonstruimi dhe gelqerosja e disa Shkollave ,,,,,,,,,,,,,,,,,,"300,000.00",1,1,1,,,Ulpiana,25.07.16,,,"84,688.10",,,,,,,
,1,85,2,2,1,60,Transporti I nxensve dhe arsimtarve ne gjashtë relacione LLOT I,,,,,,,,,,,,,,,,,,"80,000.00",1,1,1,,,Tempo Trans,25.07.16,,,"5,040.00",,,,,,,
,1,85,2,2,1,60,Transporti I nxensve dhe arsimtarve ne gjashtë relacione LLOT II,,,,,,,,,,,,,,,,,,"80,000.00",1,1,1,,,Besim Brahimi,25.07.16,,,"6,840.00",,,,,,,
,1,85,2,2,1,60,Transporti I nxensve dhe arsimtarve ne gjashtë relacione LLOT III,,,,,,,,,,,,,,,,,,"80,000.00",1,1,1,,,Musli Ahmeti,25.07.16,,,"14,220.00",,,,,,,
,1,85,2,2,1,60,Transporti I nxensve dhe arsimtarve ne gjashtë relacione LLOT IV,,,,,,,,,,,,,,,,,,"80,000.00",1,1,1,,,Hani Trans,25.07.16,,,"7,200.00",,,,,,,
,1,85,2,2,1,60,Transporti I nxensve dhe arsimtarve ne gjashtë relacione LLOT V,,,,,,,,,,,,,,,,,,"80,000.00",1,1,1,,,Sherif Vitija,25.07.16,,,"16,740.00",,,,,,,
,1,85,2,2,1,60,Transporti I nxensve dhe arsimtarve ne gjashtë relacione LLOT VI,,,,,,,,,,,,,,,,,,"80,000.00",1,1,1,,,Simolli Tours,25.07.16,,,"24,840.00",,,,,,,
,1,86,1,3,6,31,Furnizimi dhe servisimi i aparateve kunder zjarrit ,,,,,,,,,,,,,,,,,,"9,500.00",1,1,1,,,EMERGJENCA,09.06.16,,,"5,983.00",,,,,,,
,1,87,2,2,1,45,"Mirembajtja e monumenteve , fontanave dhe krojeve publike",,,,,,,,,,,,,,,,,,"20,000.00",1,1,1,,,Light More&Global Ing,21.07.16,,,"15,430.00",,,,,,,
,1+2,88,5,2,1,45,Ndertimi I stadionit te futbollit ne Hajvali-Faza II,,,,,,,,,,,,,,,,,,"498,587.31",1,1,1,,,Vision Cap.&Conex ,26.07.16,,,"414,828.79",,,,,,,
,1,89,5,2,1,45,Rikonstruimi I qerdhes ne lagjen Sofalia,,,,,,,,,,,,,,,,,,"50,000.00",1,1,1,,,Ero projekt ,19.07.16,,,"39,370.86",,,,,,,
,1+2,90,5,2,1,45,"Ndërtimi i kanalizimit fekal për Llukarë,faza 1",,,,,,,,,,,,,,,,,,"124,887.98",1,1,1,,,Kushtrimi NM,02.08.16,,,"85,190.46",,,,,,,
,1,91,5,2,1,45,Instalimi I ngrohjes qendrore ne shkolla te fshatrave ,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Termo Install,03.08.16,,,"99,391.85",,,,,,,
,1,92,5,2,1,45,Sanimi I gropave dhe deformimeve te shtresave te asfaltit ne rruget  dhe trotuaret  ne Komunen e Prishtines per  vitin 2016,,,,,,,,,,,,,,,,,,"475,045.00",1,1,1,,,Toifor,01.08.16,,,"298,070.00",,,,,,,
,1+2,93,5,1,1,45,Ndertimi I infrastruktures ne Zllatar,,,,,,,,,,,,,,,,,,"761,834.72",1,1,1,,,Toifor,17.10.16,,,"469,240.11",,,,,,,
,1,95,1,2,1,28,Furnizimi  me  qizme   dhe  doreza per stafin  e BPZ-se  ,,,,,,,,,,,,,,,,,,"25,000.00",1,1,1,,,Pastor Kosova ,21.11.16,,,"22,436.43",,,,,,,
,1+2,96,5,1,1,45,Rregullimi I oborreve dhe tereneve sportive ,,,,,,,,,,,,,,,,,,"600,000.00",1,1,1,,,NBT ING&ALFA ING,02.08.16,,,"170,644.50",,,,,,,
,1,97,5,2,1,45,"Rindertimi, sanimi dhe zgjerimi I rrugeve dhe rindertimi I kanalizimeve ",,,,,,,,,,,,,,,,,,"493,597.28",1,1,1,,,Toifor  ,17.08.16,,,"314,913.50",,,,,,,
,1,98,5,2,1,45,"Punimi ,furnizimi dhe vendosja e numrave të adresave",,,,,,,,,,,,,,,,,,"193,000.00",1,1,1,,,Malsia,20.09.16,,,"118,740.00",,,,,,,
,1,99,2,1,1,93,Mirmbajtja e elektrikes në Shkolla ,,,,,,,,,,,,,,,,,,"150,000.00",1,1,1,,,Light and more,14.09.16,,,,,,,,,,
,1,100,1,2,1,36,Furnizimi me inventar per QKMF dhe QMF,,,,,,,,,,,,,,,,,,"30,000.00",1,1,1,,,Rexha shpk,29.07.16,,,"24,697.00",,,,,,,
,1,101,5,2,5,45,Sinjalizimi horizontal dhe vertikal ne rruget e prishtines - pjesa e III-te- p.shte,,,,,,,,,,,,,,,,,,"1,216.00",1,1,1,,,Malesija,16.06.16,,,"1,216.00",,,,,,,
,1,102,5,2,1,45,Rikonstruimi I ndriqimit publik ne qytet dhe fshatra te Prishtines-Faza III,,,,,,,,,,,,,,,,,,"150,000.00",1,1,1,,,Mvr Elektromontues,11.11.16,,,"77,321.00",,,,,,,
,1,103,1,2,1,28,Furnizimi i shkollave me paisje kabinetike - Loto I,,,,,,,,,,,,,,,,,,"40,000.00",1,1,1,,,Abetare ,05.09.16,,,"20,768.50",,,,,,,
,1,103,1,2,1,28,Furnizimi i shkollave me paisje kabinetike - Loto II,,,,,,,,,,,,,,,,,,,1,1,1,,,Vitech ,07.09.16,,,"5,418.74",,,,,,,
,1,104,1,2,5,0,"Furnizimi,montimi dhe instalimi i LAN-it ne objektet e Komunës-pun shtes",,,,,,,,,,,,,,,,,,"3,500.00",1,1,1,,,Global Prishtina,27.06.16,,,"3,198.00",,,,,,,
,,105,1,3,6,36,Furnizimi me mobilje per qendren per keshillim ne karrier ,,,,,,,,,,,,,,,,,,"2,300.00",1,1,1,,,Mali-i,18.07.16,,,"2,275.00",,,,,,,
,1,106,2,2,1,93,"Hart. i proj. te vogla dhe te mesme per objekte te reja, rikonstruim, adaptim ",,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Proart&proing,27.09.16,,,"23,445.00",,,,,,,
,1,108,2,3,6,93,Fushatë Vetëdijesuese për shfrytëzimin e Transportit Publik ,,,,,,,,,,,,,,,,,,"6,000.00",1,1,1,,,Ekovizion ,25.07.16,,,"4,889.00",,,,,,,
,1,109,5,3,6,45,Ndertimi I murit Beton Arme ne Lagjen Velania,,,,,,,,,,,,,,,,,,"6,975.03",1,1,1,,,Ndertimtari,15.07.16,,,"4,379.94",,,,,,,
,1+2,111,5,1,1,45,Ndertimi I Kolektorit Betonarme per largimin e ujti atmosferik dhe kanalizimi fekal ne rrugen mbi lumin MAT ne lagjen Kalabria,,,,,,,,,,,,,,,,,,"3,183,368.01",1,1,1,,,Jehona&beni cons.&arhiko,01.01.16,,,"1,696,063.32",,,,,,,
,1,112,1,2,1,50,"Mirëmbajtja e semaforëve, invertorëve dhe pajisjeve akustike për të verbërit .",,,,,,,,,,,,,,,,,,"60,000.00",1,1,1,,,Ekoinvest,14.10.16,,,"59,905.00",,,,,,,
,1,113,1,2,1,25,Furnizimi dhe montimi i shportave të xhepit në rrugërt e qytetit dhe sheshet ,,,,,,,,,,,,,,,,,,"20,000.00",1,1,1,,,Ndertimtari,07.10.16,,,"13,160.00",,,,,,,
,1,114,2,3,6,93,Organizimi i udhëtimit per pjesmarrjen e AnsamblitBajram Curri,,,,,,,,,,,,,,,,,,"6,000.00",1,1,1,,,Arditi Turs,19.07.16,,,"4,999.00",,,,,,,
,1,116,1,3,6,36,Furnizimi me piano i shkollës së Muzikës Prenk Jakova,,,,,,,,,,,,,,,,,,"9,800.00",1,1,1,,,Global Electronics,15.11.16,,,"9,800.00",,,,,,,
,1,117,2,3,6,60,Organizimi I udhetimit per pjesmarrjen e qendres kulturore te femijev ne Kroaci,,,,,,,,,,,,,,,,,,"3,000.00",1,1,1,,,Egnatia,29.07.16,,,"2,345.00",,,,,,,
,1+2,118,5,2,1,45,Ndërtimi i rrugës në fshatin Hajvali tek Vitialit,,,,,,,,,,,,,,,,,,"112,592.67",1,1,1,,,Ulpiana,20.09.16,,,"71,219.51",,,,,,,
,1+2,119,5,1,5,45,Mirembajtja e siperfaqeve gjelbruese ,,,,,,,,,,,,,,,,,,"800,000.00",1,1,1,,,Hortikultura,01.08.16,,,"400,000.00",,,,,,,
,1,120,5,2,1,45,Ndertimi I rruges ne fshatin Barileve,,,,,,,,,,,,,,,,,,"471,708.60",1,1,1,,,SOPI,13.09.16,,,"260,584.00",,,,,,,
,1,121,5,2,1,45,Ekzekutimi i punimeve me preksiglas ne disa shkolla dhe punime tjera,,,,,,,,,,,,,,,,,,"50,000.00",n/a,1,1,,,C4A&euro construc,09.09.16,,,"31,900.00",,,,,,,
,1,122,2,2,1,93,Projekti Inçizimet gejodezike te hapsirave te përbashkta banesore ,,,,,,,,,,,,,,,,,,"50,000.00",1,1,1,,,NEWS”,13.10.16,,,"21,360.00",,,,,,,
,1,123,2,2,1,92,Organizimi I koncertit te Dua Lipes,,,,,,,,,,,,,,,,,,"50,000.00",1,1,1,,,republika ,02.08.16,,,"49,999.00",,,,,,,
,1,124,5,2,1,45,Rikonstruimi i objektit të kuzhines Qendrore-Ulpian,,,,,,,,,,,,,,,,,,"259,883.04",1,1,1,,,Termomontimi,19.10.16,,,"158,175.32",,,,,,,
,1,125,1,2,1,36,Furnizimi dhe montimi i inventarit dhe materialeve tjera për funksionalizimin e qendrës për Business Process Outsourcing,,,,,,,,,,,,,,,,,,"60,000.00",n/a,1,1,,,FM Group&AF consult,20.09.16,,,"44,317.50",,,,,,,
,1,126,1,2,1,36,Furn.me inventare dhe material didaktik per qerdhen Zogjet ne Sofali-llot I,,,,,,,,,,,,,,,,,,"45,000.00",1,1,1,,,BURIMI DEKOR,30.09.16,,,"37,466.00",,,,,,,
,1,126,1,2,1,36,Furn.me inventare dhe material didaktik per qerdhen Zogjet ne Sofali-llot II,,,,,,,,,,,,,,,,,,"5,000.00",1,1,1,,,NTP VLORA,30.09.16,,,"4,852.35",,,,,,,
,1,127,1,2,1,36,Furnizim me dru per ngrohje per Institucionet Arsimore,,,,,,,,,,,,,,,,,,"63,600.00",1,1,1,,,BUSHGEGU,05.09.16,,,"63,554.25",,,,,,,
,1,128,1,2,1,28,Furnizimi me pelet per ngrohje per Institucionet Arsimore,,,,,,,,,,,,,,,,,,"60,000.00",1,1,1,,,AOME,13.09.16,,,"32,000.00",,,,,,,
,1,129,1,2,1,36,"Furnizimi me printera ,kompjutera ,laptop dhe tabletë I",,,,,,,,,,,,,,,,,,"55,000.00",1,1,1,,,INFO COM,15.11.16,,,"16,970.00",,,,,,,
,1,129,1,2,1,31,"Furnizimi me printera ,kompjutera ,laptop dhe tabletë II",,,,,,,,,,,,,,,,,,"55,000.00",1,1,1,,,COMTRADE,14.11.16,,,"27,241.00",,,,,,,
,1,130,1,2,1,36,Inventarizimi i këndeve te leximit”  ,,,,,,,,,,,,,,,,,,"30,000.00",1,1,1,,,BURIMI DEKOR,27.09.16,,,"13,585.00",,,,,,,
,1+2,131,5,1,1,45,Renovimi I garazhës së NK Trafikut Urban,,,,,,,,,,,,,,,,,,"1,000,000.00",1,1,1,,,NN PRISHTINA,04.10.16,,,"622,496.80",,,,,,,
,1,132,5,2,1,45,Pastrimi dhe rregullimi I shtratit te Lumenjeve,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,LINDI,07.10.16,,,"80,524.60",,,,,,,
,1,133,1,2,1,31,"Furnizimi me toner per printer,ploterë dhe aparate fotokopjuse",,,,,,,,,,,,,,,,,,"56,000.00",1,1,1,,,Europrinty,23.11.16,,,"46,521.55",,,,,,,
,1,134,1,2,1,92,"Furnizimi dhe mirëmbajtja e kondicionerëve në objektin e Komunës së Prishtinës

",,,,,,,,,,,,,,,,,,"50,000.00",1,1,1,,,Raketa,13.10.16,,,"42,918.45",,,,,,,
,1,135,4,3,1,74,Konkurs projektimi - lokalet afariste ne zonen historike - shperblimi I I-re,,,,,,,,,,,,,,,,,,"5,000.00",1,1,2,,,ferizi+Ferizi+Arch,31.10.16,,,"5,000.00",,,,,,,
,1,135,4,3,1,74,Konkurs projektimi - lokalet afariste ne zonen historike - shperblimi I II-te,,,,,,,,,,,,,,,,,,"3,000.00",1,1,2,,,Blerim Lutolli,31.10.16,,,"3,000.00",,,,,,,
,1,135,4,3,1,74,Konkurs projektimi - lokalet afariste ne zonen historike - shperblimi I III-te,,,,,,,,,,,,,,,,,,"2,000.00",1,1,2,,,Fatlum Radoniqi ,15.11.16,,,"2,000.00",,,,,,,
,1,136,5,2,1,45,Rikonstruktimi I çerdhes në lagjen Tophane,,,,,,,,,,,,,,,,,,"130,000.00",1,1,1,,,Tribune shpk,19.10.16,,,"60,683.05",,,,,,,
,1,138,5,3,5,45,Pune shtese Ndertimi I murit beton arme- Velani,,,,,,,,,,,,,,,,,,437.99,1,1,1,,,NDERTIIMTARI,13.09.16,,,437.99,,,,,,,
,1,140,1,2,1,36,Furnizimi me inventar per administraten komunale ,,,,,,,,,,,,,,,,,,"60,000.00",1,1,1,,,A&F Construction,21.11.16,,,"57,550.00",,,,,,,
,1,141,2,2,1,1,Përshtat e tokës për prodhimtari dhe rekomandimet e masave agroteknike ,,,,,,,,,,,,,,,,,,"20,000.00",1,1,1,,,Agrovet ,15.11.16,,,"19,000.00",,,,,,,
,1,142,2,2,1,60,Transporti I nxenseve dhe arsimtareve ne shkollat e viseve rurale LLOT I,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Afrim Beka,07.11.16,,,"11,880.00",,,,,,,
,1,142,2,2,1,60,Transporti I nxenseve dhe arsimtareve ne shkollat e viseve rurale LLOT II,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Simolli Tours,07.11.16,,,"12,420.00",,,,,,,
,1,142,2,2,1,60,Transporti I nxenseve dhe arsimtareve ne shkollat e viseve rurale LLOT III,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Simolli Tours,07.11.16,,,"14,040.00",,,,,,,
,1,142,2,2,1,60,Transporti I nxenseve dhe arsimtareve ne shkollat e viseve rurale LLOT IV,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Simolli Tours,07.11.16,,,"13,860.00",,,,,,,
,1,142,2,2,1,60,Transporti I nxenseve dhe arsimtareve ne shkollat e viseve rurale LLOT V,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Ismet Krasniqi,07.11.16,,,"6,480.00",,,,,,,
,1,142,2,2,1,60,Transporti I nxenseve dhe arsimtareve ne shkollat e viseve rurale LLOT VI,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Naim Gashi,07.11.16,,,"6,300.00",,,,,,,
,1,142,2,2,1,60,Transporti I nxenseve dhe arsimtareve ne shkollat e viseve rurale LLOT VII,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Ramadan Kllokoqi,08.11.16,,,"12,420.00",,,,,,,
,1,142,2,2,1,60,Transporti I nxenseve dhe arsimtareve ne shkollat e viseve rurale LLOT VIII,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Drini&Besart Comerce,07.11.16,,,"12,510.00",,,,,,,
,1,142,2,2,1,60,Transporti I nxenseve dhe arsimtareve ne shkollat e viseve rurale LLOT IX,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Hani Trans ,16.11.16,,,"8,460.00",,,,,,,
,1,142,2,2,1,60,Transporti I nxenseve dhe arsimtareve ne shkollat e viseve rurale LLOT X,,,,,,,,,,,,,,,,,,"100,000.00",1,1,1,,,Sherif Vitija,07.11.16,,,"8,100.00",,,,,,,
,1,143,1,2,1,36,Furn. me material shpenzues per zyre dhe material per shtypje LLOT I,,,,,,,,,,,,,,,,,,"40,000.00",1,1,1,,,GRAFOLONI,19.11.16,,,"30,780.00",,,,,,,
,1,146,1,1,1,15,Furnizimi me qumësht për nxënësit e shkollave – niveli i ulët prej klasës se I–V ,,,,,,,,,,,,,,,,,,"200,000.00",1,2,1,,,Devolli company,07.11.16,,,"61,141.50",,,,,,,
,1,143,1,2,1,36,Furn. me material shpenzues per zyre dhe material per shtypje LLOT II,,,,,,,,,,,,,,,,,,"41,000.00",1,1,1,,,PRINTING PRES,19.11.16,,,"22,032.05",,,,,,,
,1,143,1,2,1,36,Furn. me material shpenzues per zyre dhe material per shtypje LLOT III,,,,,,,,,,,,,,,,,,"32,000.00",1,1,1,,,GRAFOLONI,19.11.16,,,"25,989.40",,,,,,,
,1,147,2,2,1,60,Transporti I nxensve dhe arsimtareve Perroi I Njelmet -SHFMU Faik Konica,,,,,,,,,,,,,,,,,,"15,000.00",1,1,1,,,Xhavit Osmani,21.11.16,,,"8,640.00",,,,,,,
,1,148,2,2,5,93,Kontrolla e hyrjeve ne ndertesat e banimit ,,,,,,,,,,,,,,,,,,"1,250.00",1,1,1,,,geocad&geogis,14.12.16,,,"1,250.00",,,,,,,
,1,149,1,2,1,32,"Furnizimi me laptop, televizion dhe projektor per nevojat e Q. Shendetsore",,,,,,,,,,,,,,,,,,"80,000.00",1,1,1,,,Europrinty,29.12.16,,,"40,415.00",,,,,,,
,1,150,1,2,1,45,Furn.dhe mont. I mat.dekor. ne sheshet e qytetit per festat e fundvitit 2016.I,,,,,,,,,,,,,,,,,,"37,500.00",1,1,1,,,ANEA,19.11.16,,,"28,780.00",,,,,,,
,1,151,1,2,1,33,Furnizim me paisje   për zonimin dhe  digjitalizimin  e  institucioneve shëndetësorë dhe sociale,,,,,,,,,,,,,,,,,,"30,000.00",1,1,1,,,Ilir Kosova,13.12.16,,,"21,060.00",,,,,,,
,1,152,5,2,1,45,Ngritja e sigurisë në mobilitetin e qytetit ,,,,,,,,,,,,,,,,,,"50,000.00",1,,1,,,Ekoinvest&Vivaprint&botek,21.12.16,,,"49,890.00",,,,,,,
,1,153,1,3,6,64,Furnizimi me material dhe paisje përcjellëse per konferenc nderkombtare,,,,,,,,,,,,,,,,,,"9,900.00",1,1,1,,,VM3,04.11.16,,,"6,280.00",,,,,,,
,1,150,1,2,1,45,Furn.dhe mont. I mat.dekor. ne sheshet e qytetit per festat e fundvitit 2016.II,,,,,,,,,,,,,,,,,,"12,500.00",1,1,1,,,ANEA,19.11.16,,,"10,430.00",,,,,,,
,1,155,2,2,1,36,Ofrimi I sherbimeve per organizime dhe manifestime kuturore.I,,,,,,,,,,,,,,,,,,"35,000.00",1,1,1,,,Light Production,02.12.16,,,"12,585.00",,,,,,,
,1,157,1,3,6,28,Furn. me pllaka granit dhe mermer natyror dhe mveshja e ashen me inoks ,,,,,,,,,,,,,,,,,,"2,000.00",1,1,1,,,,01.01.16,,,,,,,,,,
,1,155,2,2,1,36,Ofrimi I sherbimeve per organizime dhe manifestime kuturore.II,,,,,,,,,,,,,,,,,,"8,000.00",1,1,1,,,Toni,02.12.16,,,"2,530.70",,,,,,,
,1,158,5,3,6,45,"Pune shtese Implementimi I nyjes ne fund te rruges Avdyl Rama, dislokimi I trafos shtyllave elektrike dhe trajtimi I zones",,,,,,,,,,,,,,,,,,"6,088.29",1,1,1,,,Veha group&arding,20.11.16,,,"6,088.29",,,,,,,
,1,164,2,2,5,93,Krijimi I hartave zonale ,,,,,,,,,,,,,,,,,,"38,752.00",1,1,1,,,GIK,05.12.16,,,"38,752.00",,,,,,,
,1,165,2,2,1,60,Trasnporti I nxenesve me aftesi te kufizuara ,,,,,,,,,,,,,,,,,,"110,000.00",n/a,,,,,,01.01.16,,,,,,,,,,
,1,166,1,3,6,24,Furnizimi me material higjeniko sanitar per familjet e komuniteteve jo shumice ,,,,,,,,,,,,,,,,,,"5,000.00",1,1,1,,,Beni Dona,19.12.16,,,"2,487.35",,,,,,,
,1,167,5,2,1,45,Rikonstruimi I ndriqmit publike ne qytetet dhe fshatrat e prishtines FAZA IV,,,,,,,,,,,,,,,,,,"70,000.00",n/a,,,,,,10.01.17,,,,,,,,,,
,1,169,1,1,1,36,Furnizim me artikuj ushqimor per nevojat e Kuzhines te ins.parashkollore,,,,,,,,,,,,,,,,,,"300,000.00",n/a,,,,,,01.01.16,,,,,,,,,,
,1,172,2,3,5,0,Organizimi I trajnimeve për Qendrën të Karrierës ,,,,,,,,,,,,,,,,,,"5,192.00",n/a,,,,,,01.01.16,,,,,,,,,,
,1,173,5,2,5,0,Ndertimi I impiantit per trajnimin e ujrave te zeza ne Badovc ,,,,,,,,,,,,,,,,,,,n/a,,,,,,01.01.16,,,,,,,,,,
,1,176,2,3,5,93,"Organizimi i performancave javore në shesh ,sportistit te vitit dhe koncertit te mbramjes  për ndrrimin e moreve ",,,,,,,,,,,,,,,,,,"10,000.00",n/a,,,,,,01.01.16,,,,,,,,,,
,1,177,5,2,1,45,Renovime përmisim i infrastrukturës së objekteve shendëtsore dhe sociale ,,,,,,,,,,,,,,,,,,"400,000.00",n/a,,,,,,01.01.16,,,,,,,,,,
,1,178,5,3,5,45,Ndertimi i impiantit për trajtimin e ujërave te zeza në Badovc ,,,,,,,,,,,,,,,,,,"9,135.56",1,1,1,,,projekct plus ,29.12.16,,,"9,135.56",,,,,,,
,1,179,1,2,1,21,Furnizimi me tiketa për LaurenCamene hyrje te Germis si dhe parkingjet mbrapa pallatit të rinis dhe te shkolla e M.U Ali Sokoli,,,,,,,,,,,,,,,,,,,n/a,,,,,,01.01.16,,,,,,,,,,
,1,180,5,2,1,0,Mirembjatja e terenve sportive dhe kendeve te lojrave ne Komunen e Prishtines            Loto I,,,,,,,,,,,,,,,,,,"46,000.00",n/a,,,,,,01.01.16,,,,,,,,,,
,1,180,5,2,1,0,Mirembjatja e terenve sportive dhe kendeve te lojrave ne Komunen e Prishtines          Loto II,,,,,,,,,,,,,,,,,,"35,000.00",n/a,,,,,,01.01.16,,,,,,,,,,
,1,183,5,2,5,45,Pune shtese-Renovimi I garazhes se trafikut urban,,,,,,,,,,,,,,,,,,,n/a,,,,,,01.01.16,,,,,,,,,,
,1,1,1,4,7,0,Furnizimi me artikuj te ndryshem ushqimor për nevojat e kuzhinës së sh.A.Frashëri,,,,,,,,,,,,,,,,,,,n/a,,,,,Beni Dona Plast,01.01.16,,,369.69,,,,,,,
,1,2,2,4,7,0,Mirëmbajtja e rrjetit dhe centralit telefonik për periudhen Janar-Dhjetor 2016 ,,,,,,,,,,,,,,,,,,,n/a,,,,,Phone TECOM ,01.01.16,,,960.00,,,,,,,
,1,3,1,4,7,0,Furnizimi me orë dore ,,,,,,,,,,,,,,,,,,,n/a,,,,,NTP Ora,01.01.16,,,495.00,,,,,,,
,1,4,1,4,7,0,Furnizimi me material higjeniko-sanitar për nxënësit e komunitetit RAE ,,,,,,,,,,,,,,,,,,,n/a,,,,,Bajraktari com ,01.01.16,,,845.54,,,,,,,
,1,5,1,4,7,0,"Furnizimi me lopata për pastrimin  e borës, doreza, bishta dhe çizme",,,,,,,,,,,,,,,,,,,n/a,,,,,Bau Market ,01.01.16,,,975.00,,,,,,,
,1,6,1,4,7,0,Furnizimi me material elektrik ,,,,,,,,,,,,,,,,,,,n/a,,,,,NTP Pajta ,01.01.16,,,988.88,,,,,,,
,1,7,1,4,7,0,"Furnizimi me material bravarie, sanitar dhe vegla pune",,,,,,,,,,,,,,,,,,,n/a,,,,,NTP A & L ,01.01.16,,,986.90,,,,,,,
,1,8,2,4,7,0,Sanimi i rrjetit të energjisë elektrike në  shkollën Hilmi Rakovica ,,,,,,,,,,,,,,,,,,,n/a,,,,,MVR Elektromontues,01.01.16,,,998.20,,,,,,,
,1,9,1,4,7,0,Furnizimi me aparat saldues me maskë digjitale ,,,,,,,,,,,,,,,,,,,n/a,,,,,DPT Te Femi ,01.01.16,,,358.50,,,,,,,
,1,10,1,4,7,0,Furnizimi dhe montimi i dyerëve - BL - Baradhosh ,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Tribune ,01.01.16,,,939.60,,,,,,,
,1,11,1,4,7,0,Furnizimi me material - realizimi i Sfilatës për Down Syndrome ,,,,,,,,,,,,,,,,,,,n/a,,,,,NT Pacific,01.01.16,,,890.00,,,,,,,
,1,13,1,4,7,0,Furnizimi me paisje të TI për nevojat e BL-ve ,,,,,,,,,,,,,,,,,,,n/a,,,,,Global Prishtina ,01.01.16,,,990.84,,,,,,,
,1,14,1,4,7,0,Furnizimi me perde për Drejtoratin e Arsimit ,,,,,,,,,,,,,,,,,,,n/a,,,,,NPSH Genci Roll ,01.01.16,,,960.57,,,,,,,
,1,15,1,4,7,0,Furnizimi - organizimi i eventit me rastin e hapjes së Qendrës për Zhvillim në Karrierë ,,,,,,,,,,,,,,,,,,,n/a,,,,,SHPK Finesë,01.01.16,,,990.00,,,,,,,
,1,16,2,4,7,0,Pastrimi i objektit në QKKK (ish Shkolla politike),,,,,,,,,,,,,,,,,,,n/a,,,,,MSS,01.01.16,,,380.00,,,,,,,
,1,19,2,4,7,0,Furnizimi dhe montimi i inventarit ne zyren e arhives ne DKA,,,,,,,,,,,,,,,,,,,n/a,,,,,A&F Construction Prishtinë ,01.01.16,,,970.00,,,,,,,
,1,20,1,4,7,0,Furnizimi me lule mix ,,,,,,,,,,,,,,,,,,,n/a,,,,,Lulishtja Buçaj,01.01.16,,,420.00,,,,,,,
